Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,Dropout,Epochs,Learning Rate,embedding_size,freeze_embedding,hidden1_size,hidden2_size,hidden3_size,hidden4_size,model_name,optimizer,train_bas,train_loss,validation_bas,validation_loss
2022-11-05 17:59:17,7.5min,5d754ff3da2641b984fd37b0f7da51e3,dashing-seal-894,LOCAL,/users/cdagatti/miniconda3/envs/deeplearning/lib/python3.9/site-packages/ipykernel_launcher.py,cdagatti,FINISHED,,5,0.01,300,True,1024,512,,,mlp4_Muestras,optim.Adam_lr=0.01_wd=1e-5,0.3199065148287163,3.569159151027405,0.3153690456914066,3.643029259040936
2022-11-05 17:50:08,7.6min,94a7a2baa6c34fe19840ece006b29b0f,debonair-gnu-347,LOCAL,/users/cdagatti/miniconda3/envs/deeplearning/lib/python3.9/site-packages/ipykernel_launcher.py,cdagatti,FINISHED,,5,0.01,300,True,2048,1024,,,mlp3_Muestras,optim.Adam_lr=0.01_wd=1e-5,0.3277725000381367,3.5386636072669932,0.32251007431194106,3.5931628111637
2022-11-05 17:12:22,7.3min,9c00927935104f008b0b556bc8096425,peaceful-zebra-993,LOCAL,/users/cdagatti/miniconda3/envs/deeplearning/lib/python3.9/site-packages/ipykernel_launcher.py,cdagatti,FINISHED,,5,0.01,300,True,2048,1024,,,mlp3_Muestras,optim.SGD_lr_momentum=0.9,0.2809340199039591,4.008508447759292,0.29137377483228377,3.9845735879776494
2022-11-05 17:00:34,7.1min,1e103a784a6049b99ed4ccf397405c25,omniscient-shark-345,LOCAL,/users/cdagatti/miniconda3/envs/deeplearning/lib/python3.9/site-packages/ipykernel_launcher.py,cdagatti,FINISHED,,5,0.001,300,True,2048,1024,,,mlp3_Muestras,optim.SGD_lr_momentum=0.9,0.03884387707141143,6.194082467446919,0.04827529136280531,6.17112373882202
2022-11-05 16:49:27,7.0min,f8eaf270d55349aa9c3a8e11842e3b17,bustling-snail-495,LOCAL,/users/cdagatti/miniconda3/envs/deeplearning/lib/python3.9/site-packages/ipykernel_launcher.py,cdagatti,FINISHED,,5,0.002,300,True,2048,1024,,,mlp3_Muestras,optim.SGD_lr_momentum=0.9,0.08696060438035248,5.6937593355365825,0.09551078750924422,5.553339329383714
2022-11-05 16:32:19,5.0min,d78701be24f04ca18ce165f51aa36cb2,rebellious-tern-188,LOCAL,/users/cdagatti/miniconda3/envs/deeplearning/lib/python3.9/site-packages/ipykernel_launcher.py,cdagatti,FINISHED,,3,0.002,300,True,2048,1024,,,mlp2_Muestras,optim.SGD_lr_momentum=0.9,0.010925849792800858,6.245228595608979,0.011305092992984165,6.2298843708656175
2022-11-05 11:09:19,1.0h,66d0f84acfc141868e91f1b52eace829,unique-snail-253,LOCAL,/users/cdagatti/miniconda3/envs/deeplearning/lib/python3.9/site-packages/ipykernel_launcher.py,cdagatti,FINISHED,,5,0.002,300,True,2048,1024,,,mlp_completo,optim.SGD_lr_momentum=0.9,0.4886067378168341,2.4147423202468765,0.5237465780497507,2.24024930939817
2022-11-05 09:51:04,13.3min,d5e9712d22ab445bbf2ed717452c9803,bright-ray-381,LOCAL,/users/cdagatti/miniconda3/envs/deeplearning/lib/python3.9/site-packages/ipykernel_launcher.py,cdagatti,FINISHED,,1,0.002,300,True,2048,1024,,,mlp4_completo,optim.SGD_lr_momentum=0.9,0.02972453459337991,6.026122466740787,0.0742091942469533,5.431246833555919
2022-11-01 13:05:24,31.8min,b90ff4377ee44270a8f846a88db175eb,gaudy-dolphin-859,LOCAL,/users/cdagatti/miniconda3/envs/deeplearning/lib/python3.9/site-packages/ipykernel_launcher.py,cdagatti,FINISHED,,200,,300,True,512,256,128,64,mlp1_5Cat,optim.SGD_lr=0.01_momentum=0.9,0.7293590269464898,1.103314087034642,0.17491906045701072,1.7096831043925853
2022-11-01 12:43:14,20.2min,9d97b6dcf63047c293d0c020b592399a,amusing-snipe-392,LOCAL,/users/cdagatti/miniconda3/envs/deeplearning/lib/python3.9/site-packages/ipykernel_launcher.py,cdagatti,FINISHED,,80,,300,True,512,256,128,64,mlp1_5Cat,optim.SGD_lr=0.01_momentum=0.9,0.7007975454805849,1.1415879281087853,0.192020380264362,1.6843781547808865
